Binary Search Tree				
Size	Ordered	Random	Ordered_Contains	Random_Contains
10320	0.713658636	0.00395287	0.204608989	0.000046035
10330	0.721984764	0.004279398	0.214914592	0.000040171
10340	0.730434881	0.004002324	0.207406223	0.000034091
10350	0.706015206	0.004149492	0.201027867	0.000034092
10360	0.737911328	0.004183149	0.208066121	0.00003648
10370	0.725324639	0.004004495	0.207376693	0.00003496
10380	0.773157748	0.003997384	0.221130525	0.000035394
10390	0.7398211	0.004051289	0.206510944	0.000034092
10400	0.747021559	0.004012801	0.211187985	0.000040388
10410	0.729661635	0.003974855	0.208407904	0.000038652
10420	0.723223131	0.00397187	0.206662292	0.000035177
10430	0.733690939	0.00402382	0.213254317	0.000036046
10440	0.725241257	0.004063884	0.204089365	0.000034526
10450	0.739920552	0.004235046	0.213602396	0.000041257
10460	0.737038848	0.004152315	0.209186795	0.000049291
10470	0.748071445	0.004123489	0.210005641	0.000038651
10480	0.712409631	0.004027675	0.205726189	0.000034525
10490	0.759888145	0.004159752	0.218633164	0.000035177
10500	0.738378837	0.004041626	0.219935587	0.000041691
10510	0.742139753	0.004064915	0.212121482	0.000037131
10520	0.765350809	0.004116052	0.215679369	0.000039303
10530	0.741452061	0.004104706	0.210948259	0.000036914
10540	0.754894727	0.004080332	0.214655105	0.000035177
10550	0.759184168	0.004129406	0.214182602	0.000034092
10560	0.744744598	0.004318321	0.215792283	0.000041692
10570	0.761652432	0.004238683	0.217923106	0.000034091
10580	0.735241556	0.004035058	0.215411414	0.000034526
10590	0.795251823	0.004224406	0.23655679	0.000035612
10600	0.74365997	0.004297258	0.218142855	0.000036915
10610	0.758722522	0.004208935	0.228499269	0.000037566
10620	0.757912144	0.004698592	0.220742056	0.000037565
10630	0.758206156	0.004242321	0.216835003	0.000037782
10640	0.757199047	0.004232984	0.208957493	0.000035177
10650	0.766473656	0.004725572	0.217729197	0.00003648
10660	0.774753749	0.00425269	0.221292296	0.000035177
10670	0.774593498	0.004327658	0.216557277	0.000036915
10680	0.774988047	0.004676824	0.22792384	0.000036697
10690	0.763621918	0.004299158	0.217639952	0.00003648
10700	0.757050087	0.004359416	0.234685454	0.00003648
10710	0.776210995	0.004483784	0.224477348	0.000035829
10720	0.785299511	0.004691915	0.222665942	0.00004104
10730	0.808986329	0.004362509	0.225350262	0.000037783
10740	0.764306352	0.004285967	0.220208318	0.000034525
10750	0.773940114	0.004930393	0.222751931	0.000035828
10760	0.793121434	0.004355126	0.219693907	0.00003648
10770	0.764833575	0.004369241	0.216740981	0.000037566
10780	0.786183717	0.004247641	0.22741008	0.000035177
10790	0.793833228	0.004205895	0.230895875	0.000036263
10800	0.791393845	0.004148569	0.229524401	0.000038434
10810	0.791403399	0.004306161	0.229923075	0.000035395
10820	0.78899485	0.004777903	0.225846434	0.000053417
10830	0.78185671	0.004190641	0.219618341	0.000036697
10840	0.778989338	0.004271635	0.230196241	0.000039303
10850	0.83935876	0.004195146	0.241189318	0.000036481
10860	0.782939603	0.004267727	0.220648901	0.000036697
10870	0.791483308	0.004907646	0.237769316	0.000036914
10880	0.796009435	0.004329774	0.224756811	0.000036697
10890	0.814321096	0.004328744	0.229907224	0.000036263
10900	0.781672791	0.004277824	0.21971801	0.000036697
10910	0.811485645	0.004187981	0.230023177	0.000036914
10920	0.818628343	0.00426371	0.236075819	0.000036915
10930	0.801459721	0.004441169	0.225814514	0.000036046
10940	0.792251994	0.004406318	0.222412536	0.000037566
10950	0.797354418	0.00427853	0.229067966	0.000035829
10960	0.807374911	0.004431289	0.234565808	0.000038218
10970	0.807151906	0.004334769	0.238214677	0.000036697
10980	0.797489481	0.004295412	0.238645054	0.000036697
10990	0.810165632	0.004337701	0.236856449	0.000036697
11000	0.811732101	0.004445566	0.230158024	0.000036697
11010	0.825255327	0.004351924	0.236133797	0.000039737
11020	0.81334417	0.004352955	0.234371899	0.000036697
11030	0.814429016	0.004354638	0.232477761	0.000037566
11040	0.819566617	0.004383626	0.237782346	0.00003648
11050	0.821278355	0.004297421	0.23492127	0.000036263
11060	0.831318175	0.004322121	0.23350919	0.000037132
11070	0.814675039	0.004377058	0.234137819	0.000036046
11080	0.804113425	0.004858789	0.224557256	0.000036263
11090	0.835037833	0.004394972	0.23834062	0.000037132
11100	0.82625071	0.004837889	0.232922905	0.000048858
11110	0.833002553	0.004411367	0.240469923	0.00003952
11120	0.843284704	0.004339384	0.241457489	0.000037348
11130	0.853416592	0.004343075	0.247629776	0.000037566
11140	0.83751869	0.004491655	0.246812234	0.000037131
11150	0.851227357	0.004373909	0.250588349	0.000036263
11160	0.851557631	0.00480445	0.247609582	0.000057326
11170	0.815427657	0.004471569	0.244683364	0.000037131
11180	0.84650971	0.004514943	0.241267489	0.000037349
11190	0.83604125	0.004556201	0.246243102	0.000036915
11200	0.853038546	0.004431127	0.241303969	0.000036263
11210	0.860245085	0.004392583	0.244664256	0.000037131
11220	0.849993985	0.004422549	0.243746827	0.00003648
11230	0.823588972	0.004399858	0.236693374	0.000038652
11240	0.84665715	0.004719221	0.244999525	0.000041475
11250	0.868514972	0.004348286	0.242592279	0.000037131
11260	0.845112829	0.004519992	0.241319387	0.000037782
11270	0.843447343	0.004547787	0.247349663	0.000037131
11280	0.85340986	0.004565538	0.24753228	0.000038217
11290	0.845286978	0.004417012	0.240538107	0.000042125
11300	0.862730068	0.004408381	0.247183765	0.000037131
11310	0.865762035	0.004582801	0.244738953	0.000037783
11320	0.86349072	0.004832786	0.247877536	0.000047337
11330	0.865490389	0.004437478	0.255945699	0.000037132
11340	0.863158057	0.004673512	0.246354062	0.00003952
11350	0.891585104	0.00456087	0.252614727	0.000038217
11360	0.857339062	0.004614341	0.248440588	0.000072091
11370	0.874721134	0.004404527	0.252830132	0.000040172
11380	0.904889233	0.004464186	0.251819332	0.000038652
11390	0.881402405	0.004609292	0.255030007	0.000038434
11400	0.889160052	0.004444806	0.255194818	0.000038
11410	0.888966795	0.004468692	0.252802338	0.000038217
11420	0.871435327	0.004513641	0.251202646	0.000037783
11430	0.884713616	0.00450224	0.247175731	0.000041909
11440	0.89132171	0.004495238	0.255987824	0.000037349
11450	0.871726299	0.005078918	0.247776348	0.000058628
11460	0.881008724	0.004496215	0.246221171	0.0000456
11470	0.886588429	0.004648649	0.24954324	0.000038434
11480	0.86937703	0.004597186	0.260740214	0.000039954
11490	0.887775115	0.004582367	0.262311026	0.000043211
11500	0.896644969	0.004611029	0.257976419	0.000037566
11510	0.898127402	0.004708038	0.266680158	0.000056674
11520	0.897082511	0.004571564	0.252553058	0.000041257
11530	0.897232123	0.004676335	0.253413378	0.000046903
11540	0.898237712	0.004541923	0.256021915	0.00003952
11550	0.872816791	0.004567492	0.250254817	0.000039954
11560	0.906827234	0.004573464	0.25630963	0.000038434
11570	0.90910072	0.004593061	0.260425139	0.000040823
11580	0.895169265	0.004677041	0.254121046	0.000040823
11590	0.911586572	0.00501117	0.264334146	0.000044731
11600	0.921761237	0.004678343	0.25948426	0.000039086
11610	0.915678413	0.005010735	0.262554443	0.000043211
11620	0.88822547	0.005199649	0.25762291	0.00006232
11630	0.917483305	0.00456999	0.269673908	0.000039086
11640	0.914156459	0.004943801	0.263032375	0.00004104
11650	0.915187235	0.004566081	0.279751728	0.000040606
11660	0.935071664	0.004597675	0.266453244	0.000895497
11670	0.902914753	0.00465131	0.256801676	0.000039954
11680	0.962618631	0.004796469	0.27554328	0.000040171
11690	0.945241987	0.004622266	0.275794732	0.000038651
11700	0.9229071	0.004795113	0.263857735	0.000063406
11710	0.945932067	0.0046132	0.269760765	0.000038652
11720	0.924523947	0.004658801	0.271193474	0.000038869
11730	0.944842661	0.004606687	0.276000366	0.000038434
11740	0.939956945	0.004760478	0.268650948	0.000039302
11750	0.931431262	0.004745549	0.270728789	0.000040171
11760	0.926408964	0.004643329	0.269260468	0.000038217
11770	0.920988209	0.004784961	0.26775241	0.000039955
11780	0.929379045	0.004737352	0.274689909	0.000039086
11790	0.912007178	0.004914106	0.259446042	0.000041908
11800	1.001373863	0.005106821	0.287019067	0.000045817
11810	0.938402201	0.004714444	0.270965257	0.000041475
11820	0.944144546	0.004812104	0.273897989	0.000039954
11830	0.942543985	0.004661189	0.275204321	0.000038434
11840	0.939224088	0.004819378	0.272638342	0.000939361
11850	0.941787459	0.004731869	0.289989365	0.000041909
11860	0.938936807	0.004743758	0.269633737	0.000040605
11870	0.938532705	0.005092055	0.270381793	0.000061886
11880	0.955826184	0.004696095	0.274707714	0.000043863
11890	0.952883897	0.004777415	0.287171284	0.00003952
11900	0.963810528	0.004862047	0.276633989	0.000039955
11910	0.95278336	0.005012907	0.270820422	0.000042994
11920	0.921478734	0.004726658	0.260927174	0.000040388
11930	0.967896723	0.004793049	0.283164129	0.000044514
11940	0.954910491	0.004825621	0.272584491	0.000040172
11950	0.965611077	0.004780021	0.270983496	0.000040171
11960	0.972449994	0.005002103	0.273035714	0.000040171
11970	0.968554666	0.004881589	0.281678654	0.000040388
11980	0.967720838	0.00532315	0.270938548	0.000052766
11990	0.947805142	0.005093629	0.270387656	0.00004712
12000	0.945194432	0.004881318	0.268832696	0.000047554
12010	1.019566965	0.004901132	0.29629932	0.000040172
12020	0.98291563	0.004821821	0.272147817	0.000040823
12030	0.979542532	0.004808846	0.279858344	0.000044732
12040	0.968099752	0.004831592	0.276671339	0.000043429
12050	0.985821654	0.004842667	0.279110939	0.000040605
12060	0.989634248	0.00506095	0.284321935	0.000926983
12070	0.987570089	0.004884466	0.293760485	0.00003952
12080	0.970616873	0.004934138	0.281718174	0.00004256
12090	1.050776047	0.004829692	0.299266579	0.000040605
12100	0.981699195	0.004904824	0.28322406	0.000040823
12110	0.993750844	0.004901241	0.280500654	0.000041908
12120	0.991906649	0.004935984	0.286622346	0.000040388
12130	0.988131403	0.004850429	0.28018015	0.000042994
12140	1.000761954	0.005828061	0.285381158	0.000062754
12150	0.996629725	0.005385796	0.288354278	0.000047988
12160	0.999316217	0.005387316	0.285859958	0.000040606
12170	0.985086408	0.004786372	0.278687944	0.000041474
12180	0.992457975	0.004922575	0.281887111	0.00004104
12190	1.004258823	0.005027021	0.281091283	0.000041257
12200	0.99608057	0.004969098	0.285489078	0.000041475
12210	1.008130482	0.004914433	0.289223935	0.000041258
12220	0.983613744	0.004942552	0.285160106	0.000042125
12230	0.998551005	0.004899395	0.293137937	0.000040823
12240	1.016937798	0.004941955	0.290727868	0.000040171
12250	1.023877903	0.004896247	0.296444154	0.000961074
12260	1.030214785	0.005003244	0.294705491	0.000040605
12270	0.991227426	0.004933758	0.28109302	0.00004256
12280	0.998945988	0.004996458	0.288001204	0.000041474
12290	1.038743507	0.005016326	0.292773571	0.000041475
12300	1.030889231	0.004982453	0.301233241	0.000043428
12310	1.010602654	0.005002266	0.288546016	0.000040172
12320	1.001209269	0.005007424	0.28270422	0.000040822
12330	1.028592944	0.004871872	0.298625573	0.000041257
12340	1.024443127	0.004928438	0.285100174	0.000041257
12350	1.02298588	0.005457344	0.291473971	0.00004256
12360	1.032330842	0.005022623	0.300724693	0.000040822
12370	1.057640586	0.005138198	0.302175207	0.000044297
12380	1.040669998	0.005342693	0.317528297	0.000044949
12390	1.005243784	0.005023438	0.28725749	0.000042994
12400	1.074525836	0.005312781	0.304087802	0.000049726
12410	1.039828136	0.005069581	0.293394382	0.000041257
12420	1.056921626	0.004952758	0.302311139	0.000050811
12430	1.053292733	0.00514151	0.302354133	0.000046035
12440	1.045327063	0.004970346	0.305609757	0.000040606
12450	1.035395815	0.005114476	0.292827639	0.000041908
12460	1.043926274	0.005030061	0.299531058	0.000042343
12470	1.04372824	0.004948578	0.29823428	0.000041474
12480	1.037744215	0.005085053	0.30065043	0.000044948
12490	1.047283521	0.005068767	0.294361971	0.000040823
12500	1.057537009	0.004904824	0.300081732	0.000042994
12510	1.045137497	0.005802167	0.301195025	0.000066445
12520	1.076315093	0.005141238	0.309214112	0.000041474
12530	1.059207272	0.005244652	0.306518934	0.000044949
12540	1.057104025	0.005498547	0.308497975	0.000068617
12550	1.056302986	0.005187652	0.301514876	0.000041475
12560	1.066230542	0.005050472	0.309722444	0.000043212
12570	1.074141493	0.005116864	0.30685898	0.000042778
12580	1.074621162	0.005184992	0.3085249	0.000043646
12590	1.082123666	0.005160401	0.308820215	0.0000456
12600	1.074898236	0.00525209	0.306849209	0.000042777
12610	1.078829608	0.005238898	0.30612634	0.000055588
12620	1.049204801	0.005132281	0.297923549	0.000043429
12630	1.065463377	0.005557826	0.305925265	0.000056023
12640	1.063174038	0.005362615	0.312804787	0.000044514
12650	1.088745439	0.005113227	0.32275471	0.000043645
12660	1.098472573	0.005145255	0.316997166	0.000047554
12670	1.085933222	0.005196393	0.310372135	0.000042126
12680	1.084484227	0.005529761	0.310383426	0.00004864
12690	1.113284543	0.005315713	0.316563097	0.000043863
12700	1.093543429	0.005123867	0.311765324	0.000042778
12710	1.089495669	0.005071806	0.311832638	0.000042126
12720	1.100996208	0.005092761	0.319282595	0.000045166
12730	1.096550424	0.005485735	0.321496366	0.000042126
12740	1.096842916	0.005245467	0.3170888	0.000043863
12750	1.076048442	0.005178315	0.311369907	0.000042343
12760	1.10428462	0.005123161	0.316640834	0.000043646
12770	1.102815866	0.005226195	0.319718183	0.000041474
12780	1.119540213	0.005094335	0.320625406	0.000045165
12790	1.090342959	0.005171638	0.304571163	0.000044297
12800	1.119024282	0.005224512	0.32338703	0.000043211
12810	1.105366644	0.005106441	0.32129008	0.000041908
12820	1.126560444	0.005210615	0.318328251	0.000042125
12830	1.113942703	0.00526501	0.315947062	0.000042125
12840	1.138591898	0.005199324	0.318904331	0.00005168
12850	1.126311381	0.00525388	0.325218196	0.000045383
12860	1.11133221	0.005549792	0.314808147	0.000044514
12870	1.116954258	0.005738272	0.313687039	0.000042342
12880	1.085473748	0.005307352	0.312846913	0.000081862
12890	1.130140044	0.005336721	0.327471922	0.000044298
12900	1.134051222	0.005333953	0.322386435	0.000042126
12910	1.137772617	0.00523423	0.324900734	0.000042343
12920	1.099068197	0.005252252	0.312259975	0.000048858
12930	1.14160975	0.005293727	0.326202071	0.000042777
12940	1.130736753	0.005134453	0.330056791	0.000042343
12950	1.152123592	0.00526387	0.322063544	0.000045166
12960	1.14191375	0.005225978	0.329977968	0.00004408
12970	1.109430908	0.005298341	0.324277099	0.000043428
12980	1.106529227	0.005382484	0.313619507	0.0000456
12990	1.140970916	0.005299915	0.326973579	0.000045166
13000	1.230730846	0.005628127	0.352101357	0.000071874
13010	1.148766781	0.005226901	0.326818539	0.00004256
13020	1.151681707	0.005273966	0.327065865	0.000043211
13030	1.165704144	0.005418801	0.339325971	0.000042777
13040	1.150691318	0.005372332	0.339411525	0.000042343
13050	1.151533832	0.005274944	0.327372688	0.000045165
13060	1.156744394	0.005336992	0.333485695	0.000067531
13070	1.15436125	0.00545995	0.332029318	0.000042994
13080	1.163478213	0.005348827	0.331670163	0.000043646
13090	1.141928298	0.005367881	0.326040734	0.000042994
13100	1.120392498	0.005301815	0.318450069	0.000044949
13110	1.25371955	0.005268593	0.359802982	0.00004256
13120	1.14082999	0.005352572	0.319461086	0.000043428
13130	1.177732993	0.005926264	0.336189559	0.00007296
13140	1.16509571	0.005257084	0.343267983	0.00004408
13150	1.161387127	0.006003946	0.33489517	0.000045817
13160	1.168855974	0.00535279	0.339736154	0.0000456
13170	1.160011092	0.005270004	0.318944286	0.000044514
13180	1.144394825	0.005343181	0.32538279	0.000042994
13190	1.185955327	0.005407944	0.349878248	0.000044297
13200	1.1798104	0.005846138	0.339107525	0.000046035
13210	1.191320059	0.005434489	0.344150018	0.000067531
13220	1.195086403	0.005380258	0.342981138	0.00004408
13230	1.183648183	0.005452132	0.339534646	0.000043863
13240	1.196647227	0.005430689	0.349477836	0.000045817
13250	1.199189753	0.005539153	0.356681552	0.000043863
13260	1.194847981	0.00546565	0.34376372	0.000045817
13270	1.196214678	0.005312618	0.345239858	0.0000456
13280	1.238869363	0.005322064	0.360181679	0.000047555
13290	1.198682941	0.005313107	0.341283949	0.000046468
13300	1.197117558	0.005555221	0.343114898	0.000044297
13310	1.193968552	0.005380638	0.33984668	0.000046034
13320	1.186083441	0.005432536	0.339658417	0.000043863
13330	1.203851595	0.005526449	0.342451091	0.000045817
13340	1.202092736	0.005789681	0.34688819	0.000062537
13350	1.168725905	0.00588023	0.34198684	0.00004408
13360	1.210797561	0.005468255	0.353658706	0.000045166
13370	1.166550784	0.006146773	0.348641185	0.000058846
13380	1.245634451	0.00551163	0.350271059	0.000043429
13390	1.193706026	0.005416087	0.340970394	0.000051463
13400	1.203699811	0.005481718	0.352515015	0.000046251
13410	1.214798202	0.005626553	0.359985382	0.000047338
13420	1.225513553	0.005490132	0.342074783	0.000046469
13430	1.270422182	0.005434543	0.370337019	0.000043211
13440	1.22021961	0.005483672	0.344775172	0.000045383
13450	1.21667106	0.005727795	0.350709905	0.000047337
13460	1.201600039	0.005603047	0.356951244	0.00004712
13470	1.18616791	0.006132495	0.332920038	0.000071222
13480	1.235389213	0.005639255	0.355063187	0.000045383
13490	1.209751367	0.005972298	0.346047847	0.000046903
13500	1.24485165	0.00563285	0.35296298	0.000049726
13510	1.226479405	0.005405881	0.354241735	0.00004712
13520	1.273585086	0.005774698	0.358255839	0.0000456
13530	1.210925458	0.005825673	0.342724692	0.000058194
13540	1.247347273	0.00570809	0.356009278	0.000046034
13550	1.229169806	0.005566675	0.35254954	0.000050594
13560	1.257045962	0.00605427	0.353790946	0.000044297
13570	1.224268674	0.005554081	0.347844921	0.000043863
13580	1.243569204	0.005625141	0.357924045	0.000046034
13590	1.274288411	0.006132875	0.361068708	0.00004712
13600	1.221376982	0.005663413	0.346927927	0.00004408
13610	1.324431705	0.005694627	0.387929503	0.000044948
13620	1.242773375	0.005639092	0.371996425	0.00004712
13630	1.276796846	0.005663467	0.363216469	0.000058194
13640	1.254459356	0.005587955	0.35772145	0.000046686
13650	1.258241551	0.005770898	0.355827095	0.000047338
13660	1.289470609	0.005738815	0.376493455	0.000059714
13670	1.265534512	0.006022947	0.363313314	0.000045165
13680	1.25489603	0.005985381	0.370744162	0.000050377
13690	1.264877438	0.005597184	0.362712045	0.000056023
13700	1.279960402	0.005638496	0.370920048	0.000044514
13710	1.267688136	0.005600984	0.358188741	0.0000456
13720	1.258267173	0.006564446	0.352341083	0.000048857
13730	1.246346679	0.005634858	0.370883133	0.000046035
13740	1.280159956	0.00566173	0.380989399	0.000047772
13750	1.291406439	0.00568605	0.372343203	0.00005624
13760	1.280112619	0.006242478	0.371504379	0.000068835
13770	1.295486555	0.006223098	0.375604254	0.00004864
13780	1.281371613	0.005547459	0.368798996	0.000044731
13790	1.312382444	0.005797607	0.362419989	0.000052115
13800	1.270726183	0.006057364	0.362686422	0.000045817
13810	1.366144423	0.005602232	0.392845619	0.0000456
13820	1.274262355	0.006073595	0.365194423	0.000048206
13830	1.306660511	0.005724484	0.373098643	0.000049291
13840	1.304562694	0.005578672	0.379494587	0.000049291
13850	1.279646414	0.006195792	0.367382789	0.000049075
13860	1.297707927	0.00567085	0.381539639	0.000045383
13870	1.31281369	0.005673889	0.37195039	0.000046468
13880	1.313940879	0.005782244	0.360835497	0.000048205
13890	1.366704869	0.005991895	0.403088901	0.000045383
13900	1.333077901	0.005681381	0.379364736	0.000047337
13910	1.292448942	0.006694841	0.367346744	0.000046252
13920	1.318965131	0.005735124	0.379548656	0.000045817
13930	1.307984214	0.006012741	0.375863089	0.000058846
13940	1.327209614	0.005727795	0.397515277	0.00004712
13950	1.330387717	0.006029407	0.386048395	0.000056458
13960	1.331530541	0.005774807	0.374164162	0.000047989
13970	1.320960023	0.005965349	0.377279078	0.000052115
13980	1.458721133	0.007085644	0.42757589	0.000049943
13990	1.443924146	0.005662001	0.416109876	0.0000456
14000	1.329081386	0.005875398	0.389585001	0.000051246
14010	1.338792234	0.005864053	0.375443351	0.000045817
14020	1.343897047	0.005746144	0.385013708	0.00005472
14030	1.365526869	0.005824261	0.398767106	0.000048423
14040	1.341226406	0.005784687	0.385447126	0.000047989
14050	1.366780218	0.00592431	0.39654834	0.000047989
14060	1.314201233	0.005734852	0.374084906	0.000048206
14070	1.32136304	0.005689795	0.382234061	0.000046251
14080	1.340172611	0.00571113	0.390088555	0.00004864
14090	1.354884043	0.006004924	0.386780383	0.000047337
14100	1.342518841	0.005624001	0.387665891	0.000047989
14110	1.3535269	0.00619449	0.391497161	0.000047554
14120	1.354260409	0.006291661	0.391241367	0.000050377
14130	1.346347721	0.005749944	0.375640518	0.000053417
14140	1.354039574	0.005977456	0.388670829	0.000046903
14150	1.35772753	0.005796684	0.384491045	0.000046251
14160	1.356262032	0.005993415	0.388339252	0.000048205
14170	1.362008068	0.005843641	0.390632064	0.000048857
14180	1.351214545	0.005896081	0.397145265	0.000048206
14190	1.342392897	0.006258058	0.393164168	0.000049075
14200	1.389219332	0.005894724	0.383911708	0.000047554
14210	1.372022265	0.006022024	0.387668715	0.000047554
14220	1.375065522	0.005884301	0.40212457	0.000058412
14230	1.368271339	0.005877624	0.388846932	0.000055589
14240	1.39519098	0.005853249	0.401822089	0.000049943
14250	1.387556018	0.006107633	0.400525963	0.000046469
14260	1.388914247	0.006278632	0.398738877	0.000050377
14270	1.386655743	0.005933864	0.39539922	0.000048857
14280	1.363550869	0.00618499	0.395573368	0.000046469
14290	1.389268841	0.006001178	0.404565039	0.000048423
14300	1.391930361	0.00594065	0.39435042	0.00004712
14310	1.399074363	0.005925612	0.394639002	0.0000456
14320	1.37897301	0.006945207	0.391319104	0.000070572
14330	1.427945685	0.006060567	0.443191723	0.000047772
14340	1.397377609	0.005880718	0.400689906	0.000047988
14350	1.377449752	0.005837561	0.392578316	0.000049074
14360	1.362720949	0.005945698	0.385549182	0.000049292
14370	1.414962493	0.006331941	0.402852215	0.000050377
14380	1.418744688	0.005928272	0.399666077	0.000049074
14390	1.393938499	0.006007584	0.39837082	0.000047554
14400	1.415278653	0.006087438	0.406473074	0.000047337
14410	1.396098637	0.006166587	0.392419801	0.000052983
14420	1.42362606	0.006023218	0.412421487	0.000047772
14430	1.40971328	0.00591139	0.42369902	0.000049509
14440	1.379014266	0.005916927	0.388967881	0.000050812
14450	1.412428869	0.005866821	0.410413132	0.000049509
14460	1.388352281	0.006020993	0.397544591	0.000048422
14470	1.419727043	0.005963395	0.405105725	0.000052983
14480	1.415702516	0.006465376	0.407236548	0.0000836
14490	1.40369017	0.006054921	0.404294696	0.00004864
14500	1.417959716	0.00590797	0.403244376	0.000047989
14510	1.431412154	0.006431827	0.411099521	0.000050811
14520	1.407692331	0.006140313	0.398802935	0.00004712
14530	1.4317978	0.006161376	0.421532586	0.000049292
14540	1.524702829	0.006061653	0.441456099	0.000049075
14550	1.421635729	0.00595965	0.409978846	0.000048205
14560	1.405943028	0.006017247	0.395572717	0.000049509
14570	1.448214021	0.006051393	0.416485099	0.00005168
14580	1.445504946	0.00613977	0.419509031	0.000050594
14590	1.444205129	0.006026801	0.415034367	0.000049509
14600	1.444060946	0.006409352	0.415057384	0.00005472
14610	1.463997054	0.006125058	0.416397373	0.000049509
14620	1.46459246	0.006044172	0.420370871	0.000049509
14630	1.460675201	0.006124896	0.408206743	0.000067097
14640	1.462857488	0.006088035	0.418826985	0.000049075
14650	1.454091212	0.006002101	0.440860042	0.000048423
14660	1.448421393	0.006063227	0.422521455	0.000067749
14670	1.470410153	0.006388724	0.421490677	0.0000684
14680	1.467459832	0.00648975	0.418944243	0.000049074
14690	1.509992699	0.006793913	0.430933354	0.000052114
14700	1.439904396	0.006407398	0.409127212	0.000052332
14710	1.460158401	0.006165555	0.428740211	0.000048857
14720	1.459941909	0.00632293	0.417340208	0.000077303
14730	1.462421465	0.006218701	0.416039739	0.000050595
14740	1.462565648	0.006158879	0.418210951	0.000050594
14750	1.470140896	0.006094441	0.412989966	0.000055371
14760	1.46735734	0.006100684	0.424354792	0.000048857
14770	1.484834088	0.00654181	0.41952966	0.000049074
14780	1.458316161	0.00672763	0.41049912	0.000052114
14790	1.478137835	0.006755207	0.42388533	0.000066229
14800	1.555842425	0.006260827	0.455968412	0.000047988
14810	1.458395636	0.006042598	0.413944309	0.000049943
14820	1.494723861	0.006255833	0.427716382	0.000051028
14830	1.481072521	0.006216367	0.425064632	0.000050595
14840	1.465106437	0.006322658	0.426290187	0.000056457
14850	1.484390248	0.00614053	0.428997959	0.000049943
14860	1.492143335	0.006262455	0.430476702	0.000051246
14870	1.467250506	0.006341007	0.413100927	0.000049075
14880	1.508929785	0.006088524	0.438079093	0.00005168
14890	1.481623629	0.006318695	0.428055993	0.000050811
14900	1.492377416	0.006270219	0.4207259	0.000048857
14910	1.517786611	0.00636283	0.429136279	0.000050377
14920	1.490198169	0.006416573	0.422906666	0.000061885
14930	1.52304364	0.007139658	0.436761687	0.000052983
14940	1.64391255	0.006583284	0.469421718	0.000056022
14950	1.523637309	0.00645745	0.433740361	0.000055806
14960	1.529870179	0.006255073	0.430674737	0.000049509
14970	1.547075281	0.006522919	0.440727585	0.000049726
14980	1.541978719	0.007167616	0.443870294	0.000085771
14990	1.50224656	0.00633737	0.428655742	0.000050812
15000	1.535324157	0.00639057	0.437048316	0.000051897
15010	1.527863345	0.006326947	0.438616956	0.000052332
15020	1.522109926	0.006312127	0.430268679	0.000051463
15030	1.513758826	0.006443281	0.428036451	0.000053417
15040	1.53942273	0.00686709	0.441635242	0.000051897
15050	1.536833084	0.006141778	0.452556011	0.000051245
15060	1.549265601	0.006812044	0.445261095	0.000081429
15070	1.530353321	0.006387638	0.436288532	0.000050377
15080	1.511765454	0.006439101	0.452740583	0.0000532
15090	1.550506138	0.006635235	0.446621495	0.000052766
15100	1.552839339	0.006227713	0.447570627	0.000051463
15110	1.547164526	0.00651369	0.441529277	0.000052983
15120	1.55751334	0.006355447	0.447286821	0.000051897
15130	1.518020474	0.006346544	0.431026508	0.000052765
15140	1.558057934	0.006429982	0.447574753	0.000123988
15150	1.556968963	0.006791253	0.442036306	0.00008664
15160	1.583254981	0.006290358	0.462486173	0.000059497
15170	1.566845925	0.006524113	0.445788318	0.00005016
15180	1.578199026	0.006496861	0.443849666	0.00005472
15190	1.544756629	0.007057307	0.42814285	0.000079474
15200	1.554560414	0.006370538	0.443408215	0.000049291
15210	1.5687722	0.006416953	0.440285265	0.000050377
15220	1.557007614	0.006590721	0.444220112	0.000052766
15230	1.540472399	0.00640425	0.44727401	0.000051246
15240	1.553448642	0.006553807	0.456088709	0.000049943
15250	1.587913131	0.00634573	0.445783541	0.000052983
15260	1.579513825	0.006531061	0.459835727	0.000050594
15270	1.558418174	0.00648823	0.444394695	0.000052765
15280	1.592213212	0.006483073	0.451977108	0.000052548
15290	1.577060111	0.006301922	0.45716248	0.00005016
15300	1.561834918	0.006748802	0.449494513	0.000052765
15310	1.582371209	0.006310173	0.456722984	0.000051897
15320	1.570838532	0.006445616	0.450746994	0.000051029
15330	1.59480655	0.00636549	0.466941728	0.000050812
15340	1.601108471	0.006544741	0.456260903	0.000052114
15350	1.595489247	0.006373904	0.452371223	0.00005168
15360	1.573946281	0.006381775	0.449030479	0.000049943
15370	1.607973445	0.006370158	0.453411988	0.000051463
15380	1.590508857	0.006446322	0.448551679	0.000052548
15390	1.615021469	0.006502887	0.468404837	0.00005776
15400	1.615399297	0.006379495	0.45964703	0.000052765
15410	1.632766388	0.006480033	0.470350004	0.000053634
15420	1.604712175	0.006617429	0.463216208	0.0000532
15430	1.624883449	0.006477373	0.465601305	0.000052115
15440	1.643950551	0.006789353	0.466805146	0.000052766
15450	1.612159525	0.007063496	0.46363638	0.000061669
15460	1.614546143	0.006499304	0.464664334	0.000051246
15470	1.637030206	0.006400993	0.463137168	0.000053417
15480	1.627163883	0.00664289	0.47020821	0.000054937
