Insertion Sort
Count;Sorted;Reverse;Random;Same
2630;13432.0;4720986.0;2545382.0;12642.0
2640;13037.0;4661332.0;2347061.0;13827.0
2650;12642.0;4692937.0;2463604.0;18568.0
2660;12642.0;4985282.0;2415012.0;13432.0
2670;12642.0;4753381.0;2460444.0;14222.0
2680;13037.0;5187948.0;2500344.0;13037.0
2690;12642.0;4817380.0;2465579.0;15802.0
2700;13827.0;4890467.0;2818765.0;13432.0
2710;13432.0;5153183.0;2484147.0;13828.0
2720;12642.0;4926418.0;2539850.0;15802.0
2730;13037.0;5482665.0;2513777.0;13037.0
2740;12642.0;5008196.0;2526024.0;13827.0
2750;15408.0;5044541.0;2859061.0;13827.0
2760;13037.0;5359405.0;2532740.0;13433.0
2770;12642.0;5105776.0;2509036.0;15013.0
2780;13433.0;5590912.0;2543407.0;13432.0
2790;25284.0;7483651.0;4679504.0;24889.0
2800;13432.0;5212837.0;2620839.0;14617.0
2810;15013.0;5313578.0;2887110.0;14222.0
2820;13432.0;5652541.0;2641382.0;13432.0
2830;13827.0;5332147.0;2665876.0;14618.0
2840;20939.0;5520986.0;2695505.0;14222.0
2850;13432.0;5631208.0;2761481.0;14618.0
2860;13432.0;5443554.0;2789529.0;16593.0
2870;13827.0;5857973.0;2798616.0;13432.0
2880;13432.0;5526516.0;2792295.0;14222.0
2890;14223.0;5558911.0;2924245.0;15012.0
2900;13432.0;5938961.0;2844048.0;13827.0
2910;13827.0;5637528.0;2795851.0;14222.0
2920;13828.0;5674665.0;3126122.0;18963.0
2930;13827.0;6078812.0;2915159.0;15013.0
2940;17383.0;5770269.0;2865381.0;15012.0
2950;15012.0;5789233.0;3089777.0;14617.0
2960;14617.0;6192985.0;2857480.0;14222.0
2970;15012.0;9753280.0;2889480.0;15407.0
2980;14617.0;6178368.0;3527504.0;26864.0
2990;13827.0;5944492.0;3026567.0;15802.0
3000;15407.0;6034170.0;3372641.0;15012.0
3010;15012.0;6469923.0;3087406.0;14617.0
3020;15802.0;6079998.0;3071999.0;15012.0
3030;14222.0;6104887.0;3336295.0;20938.0
3040;14617.0;6461232.0;3170369.0;16988.0
3050;15802.0;6847207.0;3181431.0;16197.0
3060;15013.0;6296097.0;3075159.0;15802.0
3070;15408.0;6364442.0;3644838.0;28840.0
3080;25284.0;7301923.0;3468640.0;16198.0
3090;60840.0;7919404.0;3540147.0;16198.0
3100;15408.0;7605725.0;3506962.0;15802.0
3110;15408.0;6767405.0;3421234.0;16198.0
3120;29630.0;9198613.0;5328986.0;41481.0
3130;28444.0;8012639.0;6110022.0;25284.0
3140;15803.0;8372935.0;3999603.0;16198.0
3150;15802.0;6661528.0;3531060.0;16197.0
3160;15803.0;6654812.0;3685134.0;25284.0
3170;18962.0;6710516.0;4092048.0;17778.0
3180;14617.0;7141923.0;3409777.0;16197.0
3190;15012.0;7201973.0;3415308.0;16593.0
3200;15012.0;6803751.0;3507751.0;16988.0
3210;15803.0;6849183.0;3622715.0;16987.0
3220;18568.0;6887898.0;3873973.0;17383.0
3230;15408.0;7311405.0;3504986.0;15407.0
3240;15407.0;7477726.0;3494320.0;18173.0
3250;16198.0;7502219.0;5333727.0;27260.0
3260;15408.0;7088984.0;3598221.0;15802.0
3270;15802.0;1.2313279E7;3664987.0;18568.0
3280;15803.0;1.1081082E7;3625480.0;17383.0
3290;15407.0;7476145.0;3625480.0;17383.0
3300;16593.0;7339454.0;3923356.0;16988.0
3310;17382.0;7397923.0;4039505.0;32395.0
3320;16593.0;7436639.0;4590616.0;17383.0
3330;25283.0;7428738.0;4135899.0;16987.0
3340;16592.0;7739256.0;3763752.0;16197.0
3350;15407.0;7863701.0;3694220.0;16988.0
3360;15407.0;7958516.0;3866073.0;16988.0
3370;15802.0;8001972.0;3813924.0;16592.0
3380;16197.0;7588342.0;3810763.0;19753.0
3390;16593.0;7625873.0;4066369.0;16988.0
3400;16593.0;1.2048193E7;4350023.0;16593.0
3410;17382.0;7736886.0;3963258.0;57284.0
3420;16197.0;7770861.0;4082961.0;19753.0
3430;16988.0;7806417.0;4357924.0;18963.0
3440;17383.0;7873972.0;4362270.0;16988.0
3450;36346.0;8007503.0;4214517.0;17383.0
3460;17777.0;8268639.0;4029628.0;16592.0
3470;16593.0;8349231.0;4005924.0;18568.0
3480;16198.0;8547157.0;4018961.0;18568.0
3490;16593.0;8513577.0;4100739.0;16987.0
3500;17383.0;8726910.0;4144591.0;18173.0
