Shell Sort using a gap of 2.0
Count;Sorted;Reverse;Random;Same
1820;43456.0;67556.0;242962.0;43062.0
1830;43457.0;67555.0;236642.0;43457.0
1840;44247.0;66766.0;234666.0;43851.0
1850;44247.0;73876.0;240988.0;45827.0
1860;44246.0;73481.0;248494.0;69531.0
1870;44247.0;73086.0;245333.0;46222.0
1880;53728.0;82173.0;250864.0;51358.0
1890;45432.0;69531.0;244938.0;60840.0
1900;45432.0;69925.0;245728.0;45828.0
1910;45827.0;69926.0;242172.0;45432.0
1920;45432.0;69530.0;270222.0;45827.0
1930;45828.0;71506.0;254420.0;46222.0
1940;47012.0;72296.0;252444.0;45827.0
1950;46222.0;74667.0;249679.0;46222.0
1960;67951.0;106272.0;316839.0;58864.0
1970;46617.0;71507.0;256000.0;50963.0
1980;47407.0;73876.0;267062.0;47012.0
1990;47407.0;72691.0;267852.0;47407.0
2000;54519.0;74272.0;272988.0;47407.0
2010;48197.0;74272.0;262321.0;48197.0
2020;47802.0;80987.0;281284.0;129975.0
2030;48592.0;73481.0;269827.0;52939.0
2040;61630.0;99161.0;267852.0;50172.0
2050;54124.0;75062.0;340148.0;55309.0
2060;54124.0;81383.0;304197.0;61235.0
2070;65976.0;77828.0;288790.0;55308.0
2080;55309.0;77827.0;288395.0;55309.0
2090;54914.0;78222.0;292741.0;56889.0
2100;55704.0;79802.0;284445.0;55308.0
2110;58074.0;79802.0;328691.0;65185.0
2120;56098.0;87309.0;290370.0;58469.0
2130;56099.0;86914.0;281284.0;56889.0
2140;61630.0;86518.0;288395.0;56494.0
2150;56889.0;89284.0;286815.0;56889.0
2160;58469.0;82963.0;310913.0;56889.0
2170;57284.0;83358.0;291556.0;60444.0
2180;89679.0;139062.0;341333.0;59654.0
2190;57679.0;86519.0;300641.0;60049.0
2200;58074.0;84938.0;301037.0;61630.0
2210;58470.0;91259.0;298272.0;58469.0
2220;60444.0;88889.0;295506.0;58469.0
2230;58864.0;85334.0;305778.0;59259.0
2240;59259.0;93235.0;311309.0;59259.0
2250;62815.0;107062.0;376493.0;60840.0
2260;65580.0;90469.0;305382.0;62815.0
2270;60049.0;92839.0;318420.0;60444.0
2280;60445.0;93234.0;308939.0;60445.0
2290;64395.0;86518.0;316049.0;60444.0
2300;142618.0;99555.0;314469.0;61235.0
2310;60839.0;87308.0;333037.0;63209.0
2320;62025.0;92839.0;331457.0;82963.0
2330;62024.0;99951.0;327507.0;69926.0
2340;61629.0;91259.0;315654.0;62024.0
2350;62025.0;88889.0;316049.0;62420.0
2360;62815.0;93234.0;317630.0;62815.0
2370;62420.0;90864.0;327901.0;63605.0
2380;70321.0;107457.0;327506.0;62420.0
2390;79802.0;90864.0;370567.0;64790.0
2400;64790.0;92049.0;333037.0;63999.0
2410;70716.0;93630.0;321975.0;64000.0
2420;64000.0;91259.0;331852.0;64791.0
2430;72691.0;96000.0;327901.0;64395.0
2440;64395.0;93234.0;346469.0;64000.0
2450;67161.0;97975.0;446024.0;72691.0
2460;64790.0;94814.0;333432.0;65185.0
2470;65185.0;98370.0;354765.0;65580.0
2480;67161.0;133531.0;351605.0;67556.0
2490;433382.0;173827.0;557432.0;173037.0
2500;103506.0;184099.0;498963.0;127210.0
2510;67950.0;107062.0;347259.0;67160.0
2520;65975.0;99950.0;349235.0;67161.0
2530;67555.0;95210.0;352394.0;66371.0
2540;68345.0;99951.0;356740.0;68740.0
2550;68741.0;99556.0;459062.0;67555.0
2560;67950.0;97975.0;426667.0;69926.0
2570;67161.0;99160.0;383605.0;68741.0
2580;67950.0;102716.0;397827.0;68346.0
2590;68345.0;100345.0;374914.0;68741.0
2600;68345.0;103506.0;368592.0;68345.0
2610;70716.0;111803.0;458272.0;75062.0
2620;70716.0;102716.0;376098.0;75062.0
2630;69136.0;100741.0;368197.0;69926.0
2640;70716.0;103901.0;374123.0;71111.0
2650;69926.0;103111.0;374518.0;70321.0
2660;70716.0;107457.0;371358.0;70321.0
2670;70716.0;122864.0;399408.0;87309.0
2680;70716.0;106272.0;376494.0;71901.0
2690;70716.0;105086.0;391111.0;71901.0
2700;71506.0;107852.0;375309.0;71506.0
2710;71901.0;108642.0;372938.0;73482.0
2720;73481.0;109827.0;393481.0;71902.0
2730;72296.0;105877.0;393876.0;97976.0
2740;73876.0;107062.0;386765.0;74272.0
2750;72296.0;112988.0;380049.0;73481.0
2760;72691.0;108246.0;392691.0;73877.0
2770;72691.0;107061.0;390716.0;73087.0
2780;86913.0;117334.0;405333.0;75852.0
2790;73877.0;113383.0;401382.0;94815.0
2800;73482.0;112988.0;400197.0;74666.0
2810;73876.0;115753.0;398222.0;74272.0
2820;74271.0;111012.0;421531.0;75062.0
2830;74272.0;112988.0;416000.0;74667.0
2840;75457.0;133926.0;430222.0;76642.0
2850;75061.0;113382.0;409284.0;85728.0
2860;75457.0;112592.0;402963.0;77037.0
2870;75456.0;114173.0;402172.0;76247.0
2880;80198.0;112988.0;423506.0;76247.0
2890;78222.0;112198.0;480395.0;80592.0
2900;77037.0;114963.0;417185.0;77037.0
2910;76642.0;118124.0;416395.0;78618.0
2920;76642.0;117728.0;429432.0;77037.0
2930;157630.0;113777.0;420741.0;77827.0
2940;79013.0;145383.0;417975.0;77432.0
2950;77827.0;114568.0;440099.0;101926.0
2960;77432.0;118124.0;438518.0;80592.0
2970;77827.0;114963.0;423111.0;78618.0
2980;79803.0;198321.0;424297.0;79012.0
2990;79408.0;116148.0;423506.0;80592.0
3000;79802.0;118123.0;450370.0;105482.0
3010;79407.0;112987.0;445629.0;80197.0
3020;79803.0;120494.0;429432.0;79408.0
3030;79802.0;116939.0;425086.0;80198.0
3040;80197.0;128395.0;462222.0;80593.0
3050;80988.0;117728.0;531357.0;83358.0
3060;80198.0;118519.0;438913.0;82173.0
3070;80592.0;126815.0;475654.0;80592.0
3080;80987.0;117333.0;492642.0;81383.0
3090;81382.0;126419.0;478815.0;86914.0
3100;84938.0;122074.0;614321.0;84543.0
3110;82173.0;117728.0;469333.0;82963.0
3120;82173.0;127210.0;474864.0;83753.0
3130;84148.0;131951.0;462222.0;82963.0
3140;186864.0;261136.0;534123.0;83357.0
3150;142617.0;232691.0;649876.0;151703.0
3160;83358.0;120494.0;510419.0;142222.0
3170;83358.0;128000.0;477234.0;85728.0
3180;100346.0;137876.0;483555.0;124049.0
3190;88494.0;130765.0;476049.0;86914.0
3200;84148.0;122864.0;496987.0;84938.0
3210;84148.0;124050.0;470913.0;85333.0
3220;86123.0;126025.0;579555.0;86913.0
3230;86519.0;127210.0;466568.0;86519.0
3240;86124.0;125234.0;477630.0;85729.0
3250;85333.0;131555.0;471703.0;87308.0
3260;86123.0;124839.0;474864.0;86123.0
3270;96395.0;135111.0;497382.0;88889.0
3280;86914.0;128790.0;493432.0;92444.0
3290;86518.0;128000.0;477235.0;86518.0
3300;88494.0;140642.0;487506.0;87704.0
3310;103506.0;148148.0;497383.0;88493.0
3320;86913.0;129976.0;492642.0;88889.0
3330;88099.0;131951.0;529777.0;89679.0
3340;87309.0;127210.0;504494.0;92444.0
3350;93234.0;136296.0;487506.0;89284.0
3360;105086.0;136296.0;532148.0;107062.0
3370;89679.0;136691.0;486321.0;90074.0
3380;89284.0;141827.0;501728.0;89284.0
3390;89679.0;138272.0;482766.0;90469.0
3400;108642.0;135111.0;565728.0;105481.0
3410;89284.0;137482.0;499753.0;91259.0
3420;90074.0;131951.0;495802.0;90469.0
